crop_id,image_id,split,crop_path,label,damage,pixels,x0,y0,x1,y1
midwest-flooding_00000234_c2_01,midwest-flooding_00000234,train,outputs\real_processed\damage_crops\midwest-flooding_00000234_c2_01.png,1,minor-damage,277,1001,630,1024,670
midwest-flooding_00000234_c3_00,midwest-flooding_00000234,train,outputs\real_processed\damage_crops\midwest-flooding_00000234_c3_00.png,2,major-damage,474,166,782,212,822
midwest-flooding_00000234_c3_01,midwest-flooding_00000234,train,outputs\real_processed\damage_crops\midwest-flooding_00000234_c3_01.png,2,major-damage,294,491,413,527,452
santa-rosa-wildfire_00000148_c1_00,santa-rosa-wildfire_00000148,train,outputs\real_processed\damage_crops\santa-rosa-wildfire_00000148_c1_00.png,0,no-damage,225,843,552,881,588
santa-rosa-wildfire_00000148_c4_00,santa-rosa-wildfire_00000148,train,outputs\real_processed\damage_crops\santa-rosa-wildfire_00000148_c4_00.png,3,destroyed,2700,423,858,498,938
santa-rosa-wildfire_00000148_c4_01,santa-rosa-wildfire_00000148,train,outputs\real_processed\damage_crops\santa-rosa-wildfire_00000148_c4_01.png,3,destroyed,1314,0,722,52,790
santa-rosa-wildfire_00000148_c4_02,santa-rosa-wildfire_00000148,train,outputs\real_processed\damage_crops\santa-rosa-wildfire_00000148_c4_02.png,3,destroyed,743,275,832,327,887
santa-rosa-wildfire_00000148_c4_03,santa-rosa-wildfire_00000148,train,outputs\real_processed\damage_crops\santa-rosa-wildfire_00000148_c4_03.png,3,destroyed,147,366,970,400,1002
hurricane-harvey_00000146_c3_00,hurricane-harvey_00000146,train,outputs\real_processed\damage_crops\hurricane-harvey_00000146_c3_00.png,2,major-damage,6236,0,153,162,274
hurricane-harvey_00000146_c3_01,hurricane-harvey_00000146,train,outputs\real_processed\damage_crops\hurricane-harvey_00000146_c3_01.png,2,major-damage,5399,137,229,311,333
hurricane-harvey_00000146_c3_02,hurricane-harvey_00000146,train,outputs\real_processed\damage_crops\hurricane-harvey_00000146_c3_02.png,2,major-damage,4369,541,695,613,851
hurricane-harvey_00000146_c3_03,hurricane-harvey_00000146,train,outputs\real_processed\damage_crops\hurricane-harvey_00000146_c3_03.png,2,major-damage,3858,738,250,806,356
hurricane-harvey_00000146_c3_04,hurricane-harvey_00000146,train,outputs\real_processed\damage_crops\hurricane-harvey_00000146_c3_04.png,2,major-damage,3674,556,70,653,148
hurricane-harvey_00000146_c3_05,hurricane-harvey_00000146,train,outputs\real_processed\damage_crops\hurricane-harvey_00000146_c3_05.png,2,major-damage,3621,399,621,503,706
hurricane-harvey_00000146_c4_00,hurricane-harvey_00000146,train,outputs\real_processed\damage_crops\hurricane-harvey_00000146_c4_00.png,3,destroyed,1645,693,938,758,1004
hurricane-harvey_00000146_c4_01,hurricane-harvey_00000146,train,outputs\real_processed\damage_crops\hurricane-harvey_00000146_c4_01.png,3,destroyed,1567,586,907,653,973
hurricane-harvey_00000146_c4_02,hurricane-harvey_00000146,train,outputs\real_processed\damage_crops\hurricane-harvey_00000146_c4_02.png,3,destroyed,1510,687,981,770,1024
hurricane-harvey_00000006_c1_00,hurricane-harvey_00000006,train,outputs\real_processed\damage_crops\hurricane-harvey_00000006_c1_00.png,0,no-damage,2949,0,448,89,541
hurricane-harvey_00000006_c1_01,hurricane-harvey_00000006,train,outputs\real_processed\damage_crops\hurricane-harvey_00000006_c1_01.png,0,no-damage,2435,210,618,297,711
hurricane-harvey_00000006_c1_02,hurricane-harvey_00000006,train,outputs\real_processed\damage_crops\hurricane-harvey_00000006_c1_02.png,0,no-damage,2338,47,534,131,618
hurricane-harvey_00000006_c1_03,hurricane-harvey_00000006,train,outputs\real_processed\damage_crops\hurricane-harvey_00000006_c1_03.png,0,no-damage,1425,0,502,50,578
hurricane-harvey_00000006_c1_04,hurricane-harvey_00000006,train,outputs\real_processed\damage_crops\hurricane-harvey_00000006_c1_04.png,0,no-damage,1140,0,422,55,488
hurricane-harvey_00000006_c1_05,hurricane-harvey_00000006,train,outputs\real_processed\damage_crops\hurricane-harvey_00000006_c1_05.png,0,no-damage,1095,284,667,349,727
hurricane-harvey_00000006_c2_00,hurricane-harvey_00000006,train,outputs\real_processed\damage_crops\hurricane-harvey_00000006_c2_00.png,1,minor-damage,5160,770,253,856,396
hurricane-harvey_00000006_c2_01,hurricane-harvey_00000006,train,outputs\real_processed\damage_crops\hurricane-harvey_00000006_c2_01.png,1,minor-damage,5031,705,72,844,184
hurricane-harvey_00000006_c2_02,hurricane-harvey_00000006,train,outputs\real_processed\damage_crops\hurricane-harvey_00000006_c2_02.png,1,minor-damage,3880,153,851,235,945
hurricane-harvey_00000006_c2_03,hurricane-harvey_00000006,train,outputs\real_processed\damage_crops\hurricane-harvey_00000006_c2_03.png,1,minor-damage,3569,853,782,959,852
hurricane-harvey_00000006_c2_04,hurricane-harvey_00000006,train,outputs\real_processed\damage_crops\hurricane-harvey_00000006_c2_04.png,1,minor-damage,3035,717,877,809,973
hurricane-harvey_00000006_c2_05,hurricane-harvey_00000006,train,outputs\real_processed\damage_crops\hurricane-harvey_00000006_c2_05.png,1,minor-damage,2389,236,497,311,581
hurricane-florence_00000515_c1_00,hurricane-florence_00000515,train,outputs\real_processed\damage_crops\hurricane-florence_00000515_c1_00.png,0,no-damage,6127,883,243,1024,335
hurricane-florence_00000515_c1_01,hurricane-florence_00000515,train,outputs\real_processed\damage_crops\hurricane-florence_00000515_c1_01.png,0,no-damage,5909,887,386,1024,479
hurricane-florence_00000515_c1_02,hurricane-florence_00000515,train,outputs\real_processed\damage_crops\hurricane-florence_00000515_c1_02.png,0,no-damage,5437,899,308,1024,400
hurricane-florence_00000515_c1_03,hurricane-florence_00000515,train,outputs\real_processed\damage_crops\hurricane-florence_00000515_c1_03.png,0,no-damage,1375,0,908,55,975
hurricane-florence_00000515_c1_04,hurricane-florence_00000515,train,outputs\real_processed\damage_crops\hurricane-florence_00000515_c1_04.png,0,no-damage,718,835,323,878,382
hurricane-florence_00000515_c1_05,hurricane-florence_00000515,train,outputs\real_processed\damage_crops\hurricane-florence_00000515_c1_05.png,0,no-damage,54,875,324,899,348
hurricane-florence_00000361_c1_00,hurricane-florence_00000361,train,outputs\real_processed\damage_crops\hurricane-florence_00000361_c1_00.png,0,no-damage,3205,35,388,103,481
hurricane-florence_00000361_c2_00,hurricane-florence_00000361,train,outputs\real_processed\damage_crops\hurricane-florence_00000361_c2_00.png,1,minor-damage,2923,154,435,225,515
hurricane-florence_00000361_c2_01,hurricane-florence_00000361,train,outputs\real_processed\damage_crops\hurricane-florence_00000361_c2_01.png,1,minor-damage,386,113,529,154,562
hurricane-florence_00000361_c3_00,hurricane-florence_00000361,train,outputs\real_processed\damage_crops\hurricane-florence_00000361_c3_00.png,2,major-damage,1992,156,321,211,396
hurricane-florence_00000361_c4_00,hurricane-florence_00000361,train,outputs\real_processed\damage_crops\hurricane-florence_00000361_c4_00.png,3,destroyed,139,207,355,238,383
hurricane-michael_00000516_c1_00,hurricane-michael_00000516,train,outputs\real_processed\damage_crops\hurricane-michael_00000516_c1_00.png,0,no-damage,19761,398,703,737,860
hurricane-michael_00000516_c1_01,hurricane-michael_00000516,train,outputs\real_processed\damage_crops\hurricane-michael_00000516_c1_01.png,0,no-damage,7964,724,660,851,785
hurricane-michael_00000516_c1_02,hurricane-michael_00000516,train,outputs\real_processed\damage_crops\hurricane-michael_00000516_c1_02.png,0,no-damage,6536,290,690,413,801
hurricane-michael_00000516_c1_03,hurricane-michael_00000516,train,outputs\real_processed\damage_crops\hurricane-michael_00000516_c1_03.png,0,no-damage,4938,286,973,464,1022
hurricane-michael_00000516_c1_04,hurricane-michael_00000516,train,outputs\real_processed\damage_crops\hurricane-michael_00000516_c1_04.png,0,no-damage,3595,462,895,512,1022
hurricane-michael_00000516_c1_05,hurricane-michael_00000516,train,outputs\real_processed\damage_crops\hurricane-michael_00000516_c1_05.png,0,no-damage,2695,726,816,821,877
hurricane-michael_00000516_c2_00,hurricane-michael_00000516,train,outputs\real_processed\damage_crops\hurricane-michael_00000516_c2_00.png,1,minor-damage,1705,401,485,483,561
hurricane-michael_00000516_c2_01,hurricane-michael_00000516,train,outputs\real_processed\damage_crops\hurricane-michael_00000516_c2_01.png,1,minor-damage,1696,72,873,131,941
hurricane-michael_00000516_c2_02,hurricane-michael_00000516,train,outputs\real_processed\damage_crops\hurricane-michael_00000516_c2_02.png,1,minor-damage,1676,75,325,153,388
hurricane-michael_00000516_c2_03,hurricane-michael_00000516,train,outputs\real_processed\damage_crops\hurricane-michael_00000516_c2_03.png,1,minor-damage,1660,933,295,1012,355
hurricane-michael_00000516_c2_04,hurricane-michael_00000516,train,outputs\real_processed\damage_crops\hurricane-michael_00000516_c2_04.png,1,minor-damage,1570,209,569,258,647
hurricane-michael_00000516_c2_05,hurricane-michael_00000516,train,outputs\real_processed\damage_crops\hurricane-michael_00000516_c2_05.png,1,minor-damage,1531,428,154,501,212
hurricane-michael_00000516_c3_00,hurricane-michael_00000516,train,outputs\real_processed\damage_crops\hurricane-michael_00000516_c3_00.png,2,major-damage,4778,548,924,676,1024
hurricane-michael_00000516_c4_00,hurricane-michael_00000516,train,outputs\real_processed\damage_crops\hurricane-michael_00000516_c4_00.png,3,destroyed,1414,953,42,1018,117
hurricane-michael_00000516_c4_01,hurricane-michael_00000516,train,outputs\real_processed\damage_crops\hurricane-michael_00000516_c4_01.png,3,destroyed,474,5,963,47,1003
hurricane-michael_00000516_c4_02,hurricane-michael_00000516,train,outputs\real_processed\damage_crops\hurricane-michael_00000516_c4_02.png,3,destroyed,83,0,760,21,786
hurricane-michael_00000021_c1_00,hurricane-michael_00000021,train,outputs\real_processed\damage_crops\hurricane-michael_00000021_c1_00.png,0,no-damage,3171,638,462,715,558
hurricane-michael_00000021_c1_01,hurricane-michael_00000021,train,outputs\real_processed\damage_crops\hurricane-michael_00000021_c1_01.png,0,no-damage,2475,746,326,829,413
hurricane-michael_00000021_c1_02,hurricane-michael_00000021,train,outputs\real_processed\damage_crops\hurricane-michael_00000021_c1_02.png,0,no-damage,2346,6,342,81,412
hurricane-michael_00000021_c1_03,hurricane-michael_00000021,train,outputs\real_processed\damage_crops\hurricane-michael_00000021_c1_03.png,0,no-damage,2117,396,464,470,523
hurricane-michael_00000021_c1_04,hurricane-michael_00000021,train,outputs\real_processed\damage_crops\hurricane-michael_00000021_c1_04.png,0,no-damage,1771,112,934,180,1019
hurricane-michael_00000021_c1_05,hurricane-michael_00000021,train,outputs\real_processed\damage_crops\hurricane-michael_00000021_c1_05.png,0,no-damage,1755,895,389,963,470
hurricane-michael_00000021_c2_00,hurricane-michael_00000021,train,outputs\real_processed\damage_crops\hurricane-michael_00000021_c2_00.png,1,minor-damage,3101,686,949,787,1024
hurricane-michael_00000021_c2_01,hurricane-michael_00000021,train,outputs\real_processed\damage_crops\hurricane-michael_00000021_c2_01.png,1,minor-damage,2239,301,90,374,163
hurricane-michael_00000021_c2_02,hurricane-michael_00000021,train,outputs\real_processed\damage_crops\hurricane-michael_00000021_c2_02.png,1,minor-damage,2126,705,218,764,302
hurricane-michael_00000021_c2_03,hurricane-michael_00000021,train,outputs\real_processed\damage_crops\hurricane-michael_00000021_c2_03.png,1,minor-damage,1867,834,449,910,517
hurricane-michael_00000021_c2_04,hurricane-michael_00000021,train,outputs\real_processed\damage_crops\hurricane-michael_00000021_c2_04.png,1,minor-damage,1779,775,472,858,529
hurricane-michael_00000021_c2_05,hurricane-michael_00000021,train,outputs\real_processed\damage_crops\hurricane-michael_00000021_c2_05.png,1,minor-damage,1768,55,477,131,545
hurricane-michael_00000021_c3_00,hurricane-michael_00000021,train,outputs\real_processed\damage_crops\hurricane-michael_00000021_c3_00.png,2,major-damage,976,944,83,1011,128
hurricane-michael_00000021_c3_01,hurricane-michael_00000021,train,outputs\real_processed\damage_crops\hurricane-michael_00000021_c3_01.png,2,major-damage,759,155,326,204,365
hurricane-michael_00000021_c3_02,hurricane-michael_00000021,train,outputs\real_processed\damage_crops\hurricane-michael_00000021_c3_02.png,2,major-damage,558,688,795,739,844
hurricane-michael_00000021_c4_00,hurricane-michael_00000021,train,outputs\real_processed\damage_crops\hurricane-michael_00000021_c4_00.png,3,destroyed,1107,186,573,255,628
hurricane-michael_00000021_c4_01,hurricane-michael_00000021,train,outputs\real_processed\damage_crops\hurricane-michael_00000021_c4_01.png,3,destroyed,289,795,893,835,934
hurricane-florence_00000114_c3_00,hurricane-florence_00000114,train,outputs\real_processed\damage_crops\hurricane-florence_00000114_c3_00.png,2,major-damage,880,181,389,236,434
hurricane-florence_00000114_c3_01,hurricane-florence_00000114,train,outputs\real_processed\damage_crops\hurricane-florence_00000114_c3_01.png,2,major-damage,754,694,163,748,204
hurricane-florence_00000114_c3_02,hurricane-florence_00000114,train,outputs\real_processed\damage_crops\hurricane-florence_00000114_c3_02.png,2,major-damage,730,315,63,360,109
hurricane-florence_00000114_c3_03,hurricane-florence_00000114,train,outputs\real_processed\damage_crops\hurricane-florence_00000114_c3_03.png,2,major-damage,728,370,363,418,414
hurricane-florence_00000114_c3_04,hurricane-florence_00000114,train,outputs\real_processed\damage_crops\hurricane-florence_00000114_c3_04.png,2,major-damage,707,430,43,474,98
hurricane-florence_00000114_c3_05,hurricane-florence_00000114,train,outputs\real_processed\damage_crops\hurricane-florence_00000114_c3_05.png,2,major-damage,696,503,241,555,294
mexico-earthquake_00000155_c1_00,mexico-earthquake_00000155,train,outputs\real_processed\damage_crops\mexico-earthquake_00000155_c1_00.png,0,no-damage,2278,51,0,179,81
mexico-earthquake_00000155_c1_01,mexico-earthquake_00000155,train,outputs\real_processed\damage_crops\mexico-earthquake_00000155_c1_01.png,0,no-damage,44,135,0,164,14
santa-rosa-wildfire_00000090_c1_00,santa-rosa-wildfire_00000090,train,outputs\real_processed\damage_crops\santa-rosa-wildfire_00000090_c1_00.png,0,no-damage,6246,899,583,1024,744
santa-rosa-wildfire_00000090_c1_01,santa-rosa-wildfire_00000090,train,outputs\real_processed\damage_crops\santa-rosa-wildfire_00000090_c1_01.png,0,no-damage,3803,390,457,547,555
santa-rosa-wildfire_00000090_c1_02,santa-rosa-wildfire_00000090,train,outputs\real_processed\damage_crops\santa-rosa-wildfire_00000090_c1_02.png,0,no-damage,3150,493,516,584,647
santa-rosa-wildfire_00000090_c1_03,santa-rosa-wildfire_00000090,train,outputs\real_processed\damage_crops\santa-rosa-wildfire_00000090_c1_03.png,0,no-damage,2568,82,524,158,602
santa-rosa-wildfire_00000090_c1_04,santa-rosa-wildfire_00000090,train,outputs\real_processed\damage_crops\santa-rosa-wildfire_00000090_c1_04.png,0,no-damage,2485,375,486,438,587
santa-rosa-wildfire_00000090_c1_05,santa-rosa-wildfire_00000090,train,outputs\real_processed\damage_crops\santa-rosa-wildfire_00000090_c1_05.png,0,no-damage,2420,281,690,361,761
midwest-flooding_00000410_c1_00,midwest-flooding_00000410,train,outputs\real_processed\damage_crops\midwest-flooding_00000410_c1_00.png,0,no-damage,3011,331,202,444,273
midwest-flooding_00000410_c1_01,midwest-flooding_00000410,train,outputs\real_processed\damage_crops\midwest-flooding_00000410_c1_01.png,0,no-damage,2638,351,634,428,722
midwest-flooding_00000410_c1_02,midwest-flooding_00000410,train,outputs\real_processed\damage_crops\midwest-flooding_00000410_c1_02.png,0,no-damage,2223,449,94,540,165
midwest-flooding_00000410_c1_03,midwest-flooding_00000410,train,outputs\real_processed\damage_crops\midwest-flooding_00000410_c1_03.png,0,no-damage,2108,439,29,503,104
midwest-flooding_00000410_c1_04,midwest-flooding_00000410,train,outputs\real_processed\damage_crops\midwest-flooding_00000410_c1_04.png,0,no-damage,2008,519,118,596,188
midwest-flooding_00000410_c1_05,midwest-flooding_00000410,train,outputs\real_processed\damage_crops\midwest-flooding_00000410_c1_05.png,0,no-damage,1779,429,229,491,312
midwest-flooding_00000410_c2_00,midwest-flooding_00000410,train,outputs\real_processed\damage_crops\midwest-flooding_00000410_c2_00.png,1,minor-damage,2485,422,593,497,683
mexico-earthquake_00000027_c1_00,mexico-earthquake_00000027,train,outputs\real_processed\damage_crops\mexico-earthquake_00000027_c1_00.png,0,no-damage,38597,220,14,588,267
mexico-earthquake_00000027_c1_01,mexico-earthquake_00000027,train,outputs\real_processed\damage_crops\mexico-earthquake_00000027_c1_01.png,0,no-damage,34961,617,154,1009,460
mexico-earthquake_00000027_c1_02,mexico-earthquake_00000027,train,outputs\real_processed\damage_crops\mexico-earthquake_00000027_c1_02.png,0,no-damage,17029,715,499,935,763
mexico-earthquake_00000027_c1_03,mexico-earthquake_00000027,train,outputs\real_processed\damage_crops\mexico-earthquake_00000027_c1_03.png,0,no-damage,15149,296,469,515,711
mexico-earthquake_00000027_c1_04,mexico-earthquake_00000027,train,outputs\real_processed\damage_crops\mexico-earthquake_00000027_c1_04.png,0,no-damage,13785,0,701,161,945
mexico-earthquake_00000027_c1_05,mexico-earthquake_00000027,train,outputs\real_processed\damage_crops\mexico-earthquake_00000027_c1_05.png,0,no-damage,12605,291,661,504,827
hurricane-harvey_00000444_c1_00,hurricane-harvey_00000444,train,outputs\real_processed\damage_crops\hurricane-harvey_00000444_c1_00.png,0,no-damage,42199,0,292,452,446
hurricane-harvey_00000444_c1_01,hurricane-harvey_00000444,train,outputs\real_processed\damage_crops\hurricane-harvey_00000444_c1_01.png,0,no-damage,20033,441,565,709,670
hurricane-harvey_00000444_c1_02,hurricane-harvey_00000444,train,outputs\real_processed\damage_crops\hurricane-harvey_00000444_c1_02.png,0,no-damage,19888,544,0,716,202
hurricane-harvey_00000444_c1_03,hurricane-harvey_00000444,train,outputs\real_processed\damage_crops\hurricane-harvey_00000444_c1_03.png,0,no-damage,19746,186,556,441,660
hurricane-harvey_00000444_c1_04,hurricane-harvey_00000444,train,outputs\real_processed\damage_crops\hurricane-harvey_00000444_c1_04.png,0,no-damage,19299,189,466,446,570
hurricane-harvey_00000444_c1_05,hurricane-harvey_00000444,train,outputs\real_processed\damage_crops\hurricane-harvey_00000444_c1_05.png,0,no-damage,18001,448,451,704,550
hurricane-harvey_00000444_c2_00,hurricane-harvey_00000444,train,outputs\real_processed\damage_crops\hurricane-harvey_00000444_c2_00.png,1,minor-damage,61758,419,784,768,1024
hurricane-harvey_00000444_c2_01,hurricane-harvey_00000444,train,outputs\real_processed\damage_crops\hurricane-harvey_00000444_c2_01.png,1,minor-damage,52853,146,768,400,1024
midwest-flooding_00000407_c1_00,midwest-flooding_00000407,train,outputs\real_processed\damage_crops\midwest-flooding_00000407_c1_00.png,0,no-damage,2427,859,193,942,295
midwest-flooding_00000407_c1_01,midwest-flooding_00000407,train,outputs\real_processed\damage_crops\midwest-flooding_00000407_c1_01.png,0,no-damage,2182,825,679,870,783
midwest-flooding_00000407_c1_02,midwest-flooding_00000407,train,outputs\real_processed\damage_crops\midwest-flooding_00000407_c1_02.png,0,no-damage,2123,938,890,1024,938
midwest-flooding_00000407_c1_03,midwest-flooding_00000407,train,outputs\real_processed\damage_crops\midwest-flooding_00000407_c1_03.png,0,no-damage,2040,928,320,1005,406
midwest-flooding_00000407_c1_04,midwest-flooding_00000407,train,outputs\real_processed\damage_crops\midwest-flooding_00000407_c1_04.png,0,no-damage,1900,945,731,1024,808
midwest-flooding_00000407_c1_05,midwest-flooding_00000407,train,outputs\real_processed\damage_crops\midwest-flooding_00000407_c1_05.png,0,no-damage,1834,843,437,915,515
santa-rosa-wildfire_00000248_c1_00,santa-rosa-wildfire_00000248,train,outputs\real_processed\damage_crops\santa-rosa-wildfire_00000248_c1_00.png,0,no-damage,1774,73,339,133,403
santa-rosa-wildfire_00000248_c1_01,santa-rosa-wildfire_00000248,train,outputs\real_processed\damage_crops\santa-rosa-wildfire_00000248_c1_01.png,0,no-damage,1533,208,0,285,71
santa-rosa-wildfire_00000248_c1_02,santa-rosa-wildfire_00000248,train,outputs\real_processed\damage_crops\santa-rosa-wildfire_00000248_c1_02.png,0,no-damage,1209,347,348,400,404
santa-rosa-wildfire_00000248_c1_03,santa-rosa-wildfire_00000248,train,outputs\real_processed\damage_crops\santa-rosa-wildfire_00000248_c1_03.png,0,no-damage,1082,841,976,894,1024
santa-rosa-wildfire_00000248_c1_04,santa-rosa-wildfire_00000248,train,outputs\real_processed\damage_crops\santa-rosa-wildfire_00000248_c1_04.png,0,no-damage,895,432,619,483,668
santa-rosa-wildfire_00000248_c1_05,santa-rosa-wildfire_00000248,train,outputs\real_processed\damage_crops\santa-rosa-wildfire_00000248_c1_05.png,0,no-damage,869,28,969,87,1018
socal-fire_00000686_c4_00,socal-fire_00000686,train,outputs\real_processed\damage_crops\socal-fire_00000686_c4_00.png,3,destroyed,2239,87,772,156,837
socal-fire_00000686_c4_01,socal-fire_00000686,train,outputs\real_processed\damage_crops\socal-fire_00000686_c4_01.png,3,destroyed,516,125,838,174,877
socal-fire_00000686_c4_02,socal-fire_00000686,train,outputs\real_processed\damage_crops\socal-fire_00000686_c4_02.png,3,destroyed,458,368,856,418,898
socal-fire_00000686_c4_03,socal-fire_00000686,train,outputs\real_processed\damage_crops\socal-fire_00000686_c4_03.png,3,destroyed,193,213,886,240,923
socal-fire_00000686_c4_04,socal-fire_00000686,train,outputs\real_processed\damage_crops\socal-fire_00000686_c4_04.png,3,destroyed,179,0,419,36,445
socal-fire_00000686_c4_05,socal-fire_00000686,train,outputs\real_processed\damage_crops\socal-fire_00000686_c4_05.png,3,destroyed,147,158,831,191,863
socal-fire_00000938_c4_00,socal-fire_00000938,train,outputs\real_processed\damage_crops\socal-fire_00000938_c4_00.png,3,destroyed,561,329,155,376,204
socal-fire_00000938_c4_01,socal-fire_00000938,train,outputs\real_processed\damage_crops\socal-fire_00000938_c4_01.png,3,destroyed,219,368,174,406,214
socal-fire_00000938_c4_02,socal-fire_00000938,train,outputs\real_processed\damage_crops\socal-fire_00000938_c4_02.png,3,destroyed,190,342,184,378,221
hurricane-florence_00000303_c1_00,hurricane-florence_00000303,train,outputs\real_processed\damage_crops\hurricane-florence_00000303_c1_00.png,0,no-damage,1200,882,587,944,658
hurricane-florence_00000303_c1_01,hurricane-florence_00000303,train,outputs\real_processed\damage_crops\hurricane-florence_00000303_c1_01.png,0,no-damage,1081,768,503,832,566
hurricane-florence_00000303_c1_02,hurricane-florence_00000303,train,outputs\real_processed\damage_crops\hurricane-florence_00000303_c1_02.png,0,no-damage,851,504,878,561,931
hurricane-florence_00000303_c1_03,hurricane-florence_00000303,train,outputs\real_processed\damage_crops\hurricane-florence_00000303_c1_03.png,0,no-damage,586,547,831,598,881
hurricane-florence_00000303_c1_04,hurricane-florence_00000303,train,outputs\real_processed\damage_crops\hurricane-florence_00000303_c1_04.png,0,no-damage,584,721,532,773,581
hurricane-florence_00000303_c1_05,hurricane-florence_00000303,train,outputs\real_processed\damage_crops\hurricane-florence_00000303_c1_05.png,0,no-damage,321,513,816,555,857
hurricane-michael_00000458_c1_00,hurricane-michael_00000458,train,outputs\real_processed\damage_crops\hurricane-michael_00000458_c1_00.png,0,no-damage,10764,43,274,206,437
hurricane-michael_00000458_c1_01,hurricane-michael_00000458,train,outputs\real_processed\damage_crops\hurricane-michael_00000458_c1_01.png,0,no-damage,4389,769,888,829,1009
hurricane-michael_00000458_c1_02,hurricane-michael_00000458,train,outputs\real_processed\damage_crops\hurricane-michael_00000458_c1_02.png,0,no-damage,4362,840,984,995,1024
hurricane-michael_00000458_c1_03,hurricane-michael_00000458,train,outputs\real_processed\damage_crops\hurricane-michael_00000458_c1_03.png,0,no-damage,4184,831,868,960,923
hurricane-michael_00000458_c1_04,hurricane-michael_00000458,train,outputs\real_processed\damage_crops\hurricane-michael_00000458_c1_04.png,0,no-damage,3547,965,881,1024,981
hurricane-michael_00000458_c1_05,hurricane-michael_00000458,train,outputs\real_processed\damage_crops\hurricane-michael_00000458_c1_05.png,0,no-damage,3242,0,236,65,329
hurricane-michael_00000458_c2_00,hurricane-michael_00000458,train,outputs\real_processed\damage_crops\hurricane-michael_00000458_c2_00.png,1,minor-damage,1713,539,249,611,319
hurricane-michael_00000458_c2_01,hurricane-michael_00000458,train,outputs\real_processed\damage_crops\hurricane-michael_00000458_c2_01.png,1,minor-damage,1650,793,20,860,88
hurricane-michael_00000458_c2_02,hurricane-michael_00000458,train,outputs\real_processed\damage_crops\hurricane-michael_00000458_c2_02.png,1,minor-damage,1533,343,501,429,572
hurricane-michael_00000458_c2_03,hurricane-michael_00000458,train,outputs\real_processed\damage_crops\hurricane-michael_00000458_c2_03.png,1,minor-damage,1412,624,208,698,268
hurricane-michael_00000458_c2_04,hurricane-michael_00000458,train,outputs\real_processed\damage_crops\hurricane-michael_00000458_c2_04.png,1,minor-damage,1374,731,280,804,332
hurricane-michael_00000458_c2_05,hurricane-michael_00000458,train,outputs\real_processed\damage_crops\hurricane-michael_00000458_c2_05.png,1,minor-damage,1350,835,200,882,265
midwest-flooding_00000183_c1_00,midwest-flooding_00000183,train,outputs\real_processed\damage_crops\midwest-flooding_00000183_c1_00.png,0,no-damage,1864,529,555,611,639
midwest-flooding_00000183_c1_01,midwest-flooding_00000183,train,outputs\real_processed\damage_crops\midwest-flooding_00000183_c1_01.png,0,no-damage,1121,258,632,322,675
midwest-flooding_00000183_c1_02,midwest-flooding_00000183,train,outputs\real_processed\damage_crops\midwest-flooding_00000183_c1_02.png,0,no-damage,226,0,866,26,902
midwest-flooding_00000183_c1_03,midwest-flooding_00000183,train,outputs\real_processed\damage_crops\midwest-flooding_00000183_c1_03.png,0,no-damage,192,259,596,287,628
midwest-flooding_00000183_c1_04,midwest-flooding_00000183,train,outputs\real_processed\damage_crops\midwest-flooding_00000183_c1_04.png,0,no-damage,112,24,872,56,899
hurricane-michael_00000311_c1_00,hurricane-michael_00000311,train,outputs\real_processed\damage_crops\hurricane-michael_00000311_c1_00.png,0,no-damage,6708,850,71,925,217
hurricane-michael_00000311_c1_01,hurricane-michael_00000311,train,outputs\real_processed\damage_crops\hurricane-michael_00000311_c1_01.png,0,no-damage,1486,858,0,904,66
hurricane-michael_00000311_c1_02,hurricane-michael_00000311,train,outputs\real_processed\damage_crops\hurricane-michael_00000311_c1_02.png,0,no-damage,1387,574,324,631,379
hurricane-michael_00000311_c1_03,hurricane-michael_00000311,train,outputs\real_processed\damage_crops\hurricane-michael_00000311_c1_03.png,0,no-damage,1344,716,0,774,62
hurricane-michael_00000311_c1_04,hurricane-michael_00000311,train,outputs\real_processed\damage_crops\hurricane-michael_00000311_c1_04.png,0,no-damage,1300,358,298,423,369
hurricane-michael_00000311_c1_05,hurricane-michael_00000311,train,outputs\real_processed\damage_crops\hurricane-michael_00000311_c1_05.png,0,no-damage,1269,698,159,754,214
hurricane-michael_00000311_c2_00,hurricane-michael_00000311,train,outputs\real_processed\damage_crops\hurricane-michael_00000311_c2_00.png,1,minor-damage,2180,16,1,101,62
hurricane-michael_00000311_c2_01,hurricane-michael_00000311,train,outputs\real_processed\damage_crops\hurricane-michael_00000311_c2_01.png,1,minor-damage,2097,312,842,394,919
hurricane-michael_00000311_c2_02,hurricane-michael_00000311,train,outputs\real_processed\damage_crops\hurricane-michael_00000311_c2_02.png,1,minor-damage,1636,719,305,774,378
hurricane-michael_00000311_c2_03,hurricane-michael_00000311,train,outputs\real_processed\damage_crops\hurricane-michael_00000311_c2_03.png,1,minor-damage,1609,840,534,898,597
hurricane-michael_00000311_c2_04,hurricane-michael_00000311,train,outputs\real_processed\damage_crops\hurricane-michael_00000311_c2_04.png,1,minor-damage,1552,155,127,213,191
hurricane-michael_00000311_c2_05,hurricane-michael_00000311,train,outputs\real_processed\damage_crops\hurricane-michael_00000311_c2_05.png,1,minor-damage,1295,626,0,682,53
