id,source_split,split,pre_image,post_image,mask_path
hurricane-florence_00000303,train,train,data\xview2_real\train\images\hurricane-florence_00000303_pre_disaster.png,data\xview2_real\train\images\hurricane-florence_00000303_post_disaster.png,data\xview2_real\train\masks\hurricane-florence_00000303_post_disaster_target.png
hurricane-michael_00000458,train,train,data\xview2_real\train\images\hurricane-michael_00000458_pre_disaster.png,data\xview2_real\train\images\hurricane-michael_00000458_post_disaster.png,data\xview2_real\train\masks\hurricane-michael_00000458_post_disaster_target.png
midwest-flooding_00000183,train,train,data\xview2_real\train\images\midwest-flooding_00000183_pre_disaster.png,data\xview2_real\train\images\midwest-flooding_00000183_post_disaster.png,data\xview2_real\train\masks\midwest-flooding_00000183_post_disaster_target.png
hurricane-michael_00000311,train,train,data\xview2_real\train\images\hurricane-michael_00000311_pre_disaster.png,data\xview2_real\train\images\hurricane-michael_00000311_post_disaster.png,data\xview2_real\train\masks\hurricane-michael_00000311_post_disaster_target.png
hurricane-michael_00000300,train,train,data\xview2_real\train\images\hurricane-michael_00000300_pre_disaster.png,data\xview2_real\train\images\hurricane-michael_00000300_post_disaster.png,data\xview2_real\train\masks\hurricane-michael_00000300_post_disaster_target.png
mexico-earthquake_00000159,train,train,data\xview2_real\train\images\mexico-earthquake_00000159_pre_disaster.png,data\xview2_real\train\images\mexico-earthquake_00000159_post_disaster.png,data\xview2_real\train\masks\mexico-earthquake_00000159_post_disaster_target.png
socal-fire_00000051,train,train,data\xview2_real\train\images\socal-fire_00000051_pre_disaster.png,data\xview2_real\train\images\socal-fire_00000051_post_disaster.png,data\xview2_real\train\masks\socal-fire_00000051_post_disaster_target.png
santa-rosa-wildfire_00000252,train,train,data\xview2_real\train\images\santa-rosa-wildfire_00000252_pre_disaster.png,data\xview2_real\train\images\santa-rosa-wildfire_00000252_post_disaster.png,data\xview2_real\train\masks\santa-rosa-wildfire_00000252_post_disaster_target.png
hurricane-matthew_00000283,train,train,data\xview2_real\train\images\hurricane-matthew_00000283_pre_disaster.png,data\xview2_real\train\images\hurricane-matthew_00000283_post_disaster.png,data\xview2_real\train\masks\hurricane-matthew_00000283_post_disaster_target.png
hurricane-florence_00000126,train,train,data\xview2_real\train\images\hurricane-florence_00000126_pre_disaster.png,data\xview2_real\train\images\hurricane-florence_00000126_post_disaster.png,data\xview2_real\train\masks\hurricane-florence_00000126_post_disaster_target.png
hurricane-michael_00000326,train,train,data\xview2_real\train\images\hurricane-michael_00000326_pre_disaster.png,data\xview2_real\train\images\hurricane-michael_00000326_post_disaster.png,data\xview2_real\train\masks\hurricane-michael_00000326_post_disaster_target.png
hurricane-matthew_00000331,train,train,data\xview2_real\train\images\hurricane-matthew_00000331_pre_disaster.png,data\xview2_real\train\images\hurricane-matthew_00000331_post_disaster.png,data\xview2_real\train\masks\hurricane-matthew_00000331_post_disaster_target.png
mexico-earthquake_00000075,train,train,data\xview2_real\train\images\mexico-earthquake_00000075_pre_disaster.png,data\xview2_real\train\images\mexico-earthquake_00000075_post_disaster.png,data\xview2_real\train\masks\mexico-earthquake_00000075_post_disaster_target.png
santa-rosa-wildfire_00000124,train,train,data\xview2_real\train\images\santa-rosa-wildfire_00000124_pre_disaster.png,data\xview2_real\train\images\santa-rosa-wildfire_00000124_post_disaster.png,data\xview2_real\train\masks\santa-rosa-wildfire_00000124_post_disaster_target.png
santa-rosa-wildfire_00000237,train,train,data\xview2_real\train\images\santa-rosa-wildfire_00000237_pre_disaster.png,data\xview2_real\train\images\santa-rosa-wildfire_00000237_post_disaster.png,data\xview2_real\train\masks\santa-rosa-wildfire_00000237_post_disaster_target.png
mexico-earthquake_00000024,train,train,data\xview2_real\train\images\mexico-earthquake_00000024_pre_disaster.png,data\xview2_real\train\images\mexico-earthquake_00000024_post_disaster.png,data\xview2_real\train\masks\mexico-earthquake_00000024_post_disaster_target.png
hurricane-florence_00000341,train,train,data\xview2_real\train\images\hurricane-florence_00000341_pre_disaster.png,data\xview2_real\train\images\hurricane-florence_00000341_post_disaster.png,data\xview2_real\train\masks\hurricane-florence_00000341_post_disaster_target.png
hurricane-michael_00000535,train,train,data\xview2_real\train\images\hurricane-michael_00000535_pre_disaster.png,data\xview2_real\train\images\hurricane-michael_00000535_post_disaster.png,data\xview2_real\train\masks\hurricane-michael_00000535_post_disaster_target.png
hurricane-harvey_00000025,train,train,data\xview2_real\train\images\hurricane-harvey_00000025_pre_disaster.png,data\xview2_real\train\images\hurricane-harvey_00000025_post_disaster.png,data\xview2_real\train\masks\hurricane-harvey_00000025_post_disaster_target.png
hurricane-florence_00000536,train,train,data\xview2_real\train\images\hurricane-florence_00000536_pre_disaster.png,data\xview2_real\train\images\hurricane-florence_00000536_post_disaster.png,data\xview2_real\train\masks\hurricane-florence_00000536_post_disaster_target.png
midwest-flooding_00000275,train,train,data\xview2_real\train\images\midwest-flooding_00000275_pre_disaster.png,data\xview2_real\train\images\midwest-flooding_00000275_post_disaster.png,data\xview2_real\train\masks\midwest-flooding_00000275_post_disaster_target.png
socal-fire_00000572,train,train,data\xview2_real\train\images\socal-fire_00000572_pre_disaster.png,data\xview2_real\train\images\socal-fire_00000572_post_disaster.png,data\xview2_real\train\masks\socal-fire_00000572_post_disaster_target.png
hurricane-michael_00000422,train,train,data\xview2_real\train\images\hurricane-michael_00000422_pre_disaster.png,data\xview2_real\train\images\hurricane-michael_00000422_post_disaster.png,data\xview2_real\train\masks\hurricane-michael_00000422_post_disaster_target.png
mexico-earthquake_00000179,train,train,data\xview2_real\train\images\mexico-earthquake_00000179_pre_disaster.png,data\xview2_real\train\images\mexico-earthquake_00000179_post_disaster.png,data\xview2_real\train\masks\mexico-earthquake_00000179_post_disaster_target.png
midwest-flooding_00000303,train,train,data\xview2_real\train\images\midwest-flooding_00000303_pre_disaster.png,data\xview2_real\train\images\midwest-flooding_00000303_post_disaster.png,data\xview2_real\train\masks\midwest-flooding_00000303_post_disaster_target.png
guatemala-volcano_00000017,train,train,data\xview2_real\train\images\guatemala-volcano_00000017_pre_disaster.png,data\xview2_real\train\images\guatemala-volcano_00000017_post_disaster.png,data\xview2_real\train\masks\guatemala-volcano_00000017_post_disaster_target.png
hurricane-harvey_00000109,train,train,data\xview2_real\train\images\hurricane-harvey_00000109_pre_disaster.png,data\xview2_real\train\images\hurricane-harvey_00000109_post_disaster.png,data\xview2_real\train\masks\hurricane-harvey_00000109_post_disaster_target.png
hurricane-matthew_00000281,train,train,data\xview2_real\train\images\hurricane-matthew_00000281_pre_disaster.png,data\xview2_real\train\images\hurricane-matthew_00000281_post_disaster.png,data\xview2_real\train\masks\hurricane-matthew_00000281_post_disaster_target.png
hurricane-harvey_00000059,train,train,data\xview2_real\train\images\hurricane-harvey_00000059_pre_disaster.png,data\xview2_real\train\images\hurricane-harvey_00000059_post_disaster.png,data\xview2_real\train\masks\hurricane-harvey_00000059_post_disaster_target.png
hurricane-harvey_00000426,train,train,data\xview2_real\train\images\hurricane-harvey_00000426_pre_disaster.png,data\xview2_real\train\images\hurricane-harvey_00000426_post_disaster.png,data\xview2_real\train\masks\hurricane-harvey_00000426_post_disaster_target.png
hurricane-matthew_00000244,train,train,data\xview2_real\train\images\hurricane-matthew_00000244_pre_disaster.png,data\xview2_real\train\images\hurricane-matthew_00000244_post_disaster.png,data\xview2_real\train\masks\hurricane-matthew_00000244_post_disaster_target.png
hurricane-florence_00000365,train,train,data\xview2_real\train\images\hurricane-florence_00000365_pre_disaster.png,data\xview2_real\train\images\hurricane-florence_00000365_post_disaster.png,data\xview2_real\train\masks\hurricane-florence_00000365_post_disaster_target.png
socal-fire_00001351,train,train,data\xview2_real\train\images\socal-fire_00001351_pre_disaster.png,data\xview2_real\train\images\socal-fire_00001351_post_disaster.png,data\xview2_real\train\masks\socal-fire_00001351_post_disaster_target.png
hurricane-matthew_00000370,train,train,data\xview2_real\train\images\hurricane-matthew_00000370_pre_disaster.png,data\xview2_real\train\images\hurricane-matthew_00000370_post_disaster.png,data\xview2_real\train\masks\hurricane-matthew_00000370_post_disaster_target.png
socal-fire_00001089,train,train,data\xview2_real\train\images\socal-fire_00001089_pre_disaster.png,data\xview2_real\train\images\socal-fire_00001089_post_disaster.png,data\xview2_real\train\masks\socal-fire_00001089_post_disaster_target.png
hurricane-florence_00000115,train,train,data\xview2_real\train\images\hurricane-florence_00000115_pre_disaster.png,data\xview2_real\train\images\hurricane-florence_00000115_post_disaster.png,data\xview2_real\train\masks\hurricane-florence_00000115_post_disaster_target.png
santa-rosa-wildfire_00000022,train,train,data\xview2_real\train\images\santa-rosa-wildfire_00000022_pre_disaster.png,data\xview2_real\train\images\santa-rosa-wildfire_00000022_post_disaster.png,data\xview2_real\train\masks\santa-rosa-wildfire_00000022_post_disaster_target.png
socal-fire_00001251,train,train,data\xview2_real\train\images\socal-fire_00001251_pre_disaster.png,data\xview2_real\train\images\socal-fire_00001251_post_disaster.png,data\xview2_real\train\masks\socal-fire_00001251_post_disaster_target.png
midwest-flooding_00000196,train,train,data\xview2_real\train\images\midwest-flooding_00000196_pre_disaster.png,data\xview2_real\train\images\midwest-flooding_00000196_post_disaster.png,data\xview2_real\train\masks\midwest-flooding_00000196_post_disaster_target.png
socal-fire_00000376,train,train,data\xview2_real\train\images\socal-fire_00000376_pre_disaster.png,data\xview2_real\train\images\socal-fire_00000376_post_disaster.png,data\xview2_real\train\masks\socal-fire_00000376_post_disaster_target.png
midwest-flooding_00000219,train,train,data\xview2_real\train\images\midwest-flooding_00000219_pre_disaster.png,data\xview2_real\train\images\midwest-flooding_00000219_post_disaster.png,data\xview2_real\train\masks\midwest-flooding_00000219_post_disaster_target.png
socal-fire_00000908,train,train,data\xview2_real\train\images\socal-fire_00000908_pre_disaster.png,data\xview2_real\train\images\socal-fire_00000908_post_disaster.png,data\xview2_real\train\masks\socal-fire_00000908_post_disaster_target.png
socal-fire_00001263,train,train,data\xview2_real\train\images\socal-fire_00001263_pre_disaster.png,data\xview2_real\train\images\socal-fire_00001263_post_disaster.png,data\xview2_real\train\masks\socal-fire_00001263_post_disaster_target.png
palu-tsunami_00000086,train,train,data\xview2_real\train\images\palu-tsunami_00000086_pre_disaster.png,data\xview2_real\train\images\palu-tsunami_00000086_post_disaster.png,data\xview2_real\train\masks\palu-tsunami_00000086_post_disaster_target.png
hurricane-michael_00000210,train,train,data\xview2_real\train\images\hurricane-michael_00000210_pre_disaster.png,data\xview2_real\train\images\hurricane-michael_00000210_post_disaster.png,data\xview2_real\train\masks\hurricane-michael_00000210_post_disaster_target.png
socal-fire_00001207,train,train,data\xview2_real\train\images\socal-fire_00001207_pre_disaster.png,data\xview2_real\train\images\socal-fire_00001207_post_disaster.png,data\xview2_real\train\masks\socal-fire_00001207_post_disaster_target.png
hurricane-matthew_00000332,train,train,data\xview2_real\train\images\hurricane-matthew_00000332_pre_disaster.png,data\xview2_real\train\images\hurricane-matthew_00000332_post_disaster.png,data\xview2_real\train\masks\hurricane-matthew_00000332_post_disaster_target.png
hurricane-matthew_00000392,train,train,data\xview2_real\train\images\hurricane-matthew_00000392_pre_disaster.png,data\xview2_real\train\images\hurricane-matthew_00000392_post_disaster.png,data\xview2_real\train\masks\hurricane-matthew_00000392_post_disaster_target.png
hurricane-harvey_00000337,train,train,data\xview2_real\train\images\hurricane-harvey_00000337_pre_disaster.png,data\xview2_real\train\images\hurricane-harvey_00000337_post_disaster.png,data\xview2_real\train\masks\hurricane-harvey_00000337_post_disaster_target.png
santa-rosa-wildfire_00000345,train,train,data\xview2_real\train\images\santa-rosa-wildfire_00000345_pre_disaster.png,data\xview2_real\train\images\santa-rosa-wildfire_00000345_post_disaster.png,data\xview2_real\train\masks\santa-rosa-wildfire_00000345_post_disaster_target.png
palu-tsunami_00000003,train,train,data\xview2_real\train\images\palu-tsunami_00000003_pre_disaster.png,data\xview2_real\train\images\palu-tsunami_00000003_post_disaster.png,data\xview2_real\train\masks\palu-tsunami_00000003_post_disaster_target.png
hurricane-matthew_00000233,train,train,data\xview2_real\train\images\hurricane-matthew_00000233_pre_disaster.png,data\xview2_real\train\images\hurricane-matthew_00000233_post_disaster.png,data\xview2_real\train\masks\hurricane-matthew_00000233_post_disaster_target.png
socal-fire_00000552,train,train,data\xview2_real\train\images\socal-fire_00000552_pre_disaster.png,data\xview2_real\train\images\socal-fire_00000552_post_disaster.png,data\xview2_real\train\masks\socal-fire_00000552_post_disaster_target.png
socal-fire_00000725,train,train,data\xview2_real\train\images\socal-fire_00000725_pre_disaster.png,data\xview2_real\train\images\socal-fire_00000725_post_disaster.png,data\xview2_real\train\masks\socal-fire_00000725_post_disaster_target.png
hurricane-matthew_00000379,train,train,data\xview2_real\train\images\hurricane-matthew_00000379_pre_disaster.png,data\xview2_real\train\images\hurricane-matthew_00000379_post_disaster.png,data\xview2_real\train\masks\hurricane-matthew_00000379_post_disaster_target.png
socal-fire_00000510,train,train,data\xview2_real\train\images\socal-fire_00000510_pre_disaster.png,data\xview2_real\train\images\socal-fire_00000510_post_disaster.png,data\xview2_real\train\masks\socal-fire_00000510_post_disaster_target.png
socal-fire_00001035,train,train,data\xview2_real\train\images\socal-fire_00001035_pre_disaster.png,data\xview2_real\train\images\socal-fire_00001035_post_disaster.png,data\xview2_real\train\masks\socal-fire_00001035_post_disaster_target.png
hurricane-matthew_00000043,train,train,data\xview2_real\train\images\hurricane-matthew_00000043_pre_disaster.png,data\xview2_real\train\images\hurricane-matthew_00000043_post_disaster.png,data\xview2_real\train\masks\hurricane-matthew_00000043_post_disaster_target.png
socal-fire_00000971,train,train,data\xview2_real\train\images\socal-fire_00000971_pre_disaster.png,data\xview2_real\train\images\socal-fire_00000971_post_disaster.png,data\xview2_real\train\masks\socal-fire_00000971_post_disaster_target.png
hurricane-harvey_00000141,train,train,data\xview2_real\train\images\hurricane-harvey_00000141_pre_disaster.png,data\xview2_real\train\images\hurricane-harvey_00000141_post_disaster.png,data\xview2_real\train\masks\hurricane-harvey_00000141_post_disaster_target.png
socal-fire_00001241,train,train,data\xview2_real\train\images\socal-fire_00001241_pre_disaster.png,data\xview2_real\train\images\socal-fire_00001241_post_disaster.png,data\xview2_real\train\masks\socal-fire_00001241_post_disaster_target.png
mexico-earthquake_00000098,train,train,data\xview2_real\train\images\mexico-earthquake_00000098_pre_disaster.png,data\xview2_real\train\images\mexico-earthquake_00000098_post_disaster.png,data\xview2_real\train\masks\mexico-earthquake_00000098_post_disaster_target.png
santa-rosa-wildfire_00000147,train,train,data\xview2_real\train\images\santa-rosa-wildfire_00000147_pre_disaster.png,data\xview2_real\train\images\santa-rosa-wildfire_00000147_post_disaster.png,data\xview2_real\train\masks\santa-rosa-wildfire_00000147_post_disaster_target.png
mexico-earthquake_00000185,train,train,data\xview2_real\train\images\mexico-earthquake_00000185_pre_disaster.png,data\xview2_real\train\images\mexico-earthquake_00000185_post_disaster.png,data\xview2_real\train\masks\mexico-earthquake_00000185_post_disaster_target.png
midwest-flooding_00000399,train,train,data\xview2_real\train\images\midwest-flooding_00000399_pre_disaster.png,data\xview2_real\train\images\midwest-flooding_00000399_post_disaster.png,data\xview2_real\train\masks\midwest-flooding_00000399_post_disaster_target.png
hurricane-florence_00000212,train,train,data\xview2_real\train\images\hurricane-florence_00000212_pre_disaster.png,data\xview2_real\train\images\hurricane-florence_00000212_post_disaster.png,data\xview2_real\train\masks\hurricane-florence_00000212_post_disaster_target.png
midwest-flooding_00000041,train,train,data\xview2_real\train\images\midwest-flooding_00000041_pre_disaster.png,data\xview2_real\train\images\midwest-flooding_00000041_post_disaster.png,data\xview2_real\train\masks\midwest-flooding_00000041_post_disaster_target.png
hurricane-florence_00000003,train,train,data\xview2_real\train\images\hurricane-florence_00000003_pre_disaster.png,data\xview2_real\train\images\hurricane-florence_00000003_post_disaster.png,data\xview2_real\train\masks\hurricane-florence_00000003_post_disaster_target.png
hurricane-florence_00000118,train,train,data\xview2_real\train\images\hurricane-florence_00000118_pre_disaster.png,data\xview2_real\train\images\hurricane-florence_00000118_post_disaster.png,data\xview2_real\train\masks\hurricane-florence_00000118_post_disaster_target.png
socal-fire_00000563,train,train,data\xview2_real\train\images\socal-fire_00000563_pre_disaster.png,data\xview2_real\train\images\socal-fire_00000563_post_disaster.png,data\xview2_real\train\masks\socal-fire_00000563_post_disaster_target.png
socal-fire_00001070,train,train,data\xview2_real\train\images\socal-fire_00001070_pre_disaster.png,data\xview2_real\train\images\socal-fire_00001070_post_disaster.png,data\xview2_real\train\masks\socal-fire_00001070_post_disaster_target.png
midwest-flooding_00000062,train,train,data\xview2_real\train\images\midwest-flooding_00000062_pre_disaster.png,data\xview2_real\train\images\midwest-flooding_00000062_post_disaster.png,data\xview2_real\train\masks\midwest-flooding_00000062_post_disaster_target.png
socal-fire_00000906,train,train,data\xview2_real\train\images\socal-fire_00000906_pre_disaster.png,data\xview2_real\train\images\socal-fire_00000906_post_disaster.png,data\xview2_real\train\masks\socal-fire_00000906_post_disaster_target.png
socal-fire_00000602,train,train,data\xview2_real\train\images\socal-fire_00000602_pre_disaster.png,data\xview2_real\train\images\socal-fire_00000602_post_disaster.png,data\xview2_real\train\masks\socal-fire_00000602_post_disaster_target.png
socal-fire_00000852,train,train,data\xview2_real\train\images\socal-fire_00000852_pre_disaster.png,data\xview2_real\train\images\socal-fire_00000852_post_disaster.png,data\xview2_real\train\masks\socal-fire_00000852_post_disaster_target.png
hurricane-harvey_00000101,train,train,data\xview2_real\train\images\hurricane-harvey_00000101_pre_disaster.png,data\xview2_real\train\images\hurricane-harvey_00000101_post_disaster.png,data\xview2_real\train\masks\hurricane-harvey_00000101_post_disaster_target.png
hurricane-matthew_00000077,train,train,data\xview2_real\train\images\hurricane-matthew_00000077_pre_disaster.png,data\xview2_real\train\images\hurricane-matthew_00000077_post_disaster.png,data\xview2_real\train\masks\hurricane-matthew_00000077_post_disaster_target.png
santa-rosa-wildfire_00000096,train,train,data\xview2_real\train\images\santa-rosa-wildfire_00000096_pre_disaster.png,data\xview2_real\train\images\santa-rosa-wildfire_00000096_post_disaster.png,data\xview2_real\train\masks\santa-rosa-wildfire_00000096_post_disaster_target.png
santa-rosa-wildfire_00000226,train,train,data\xview2_real\train\images\santa-rosa-wildfire_00000226_pre_disaster.png,data\xview2_real\train\images\santa-rosa-wildfire_00000226_post_disaster.png,data\xview2_real\train\masks\santa-rosa-wildfire_00000226_post_disaster_target.png
midwest-flooding_00000345,train,train,data\xview2_real\train\images\midwest-flooding_00000345_pre_disaster.png,data\xview2_real\train\images\midwest-flooding_00000345_post_disaster.png,data\xview2_real\train\masks\midwest-flooding_00000345_post_disaster_target.png
socal-fire_00000534,train,train,data\xview2_real\train\images\socal-fire_00000534_pre_disaster.png,data\xview2_real\train\images\socal-fire_00000534_post_disaster.png,data\xview2_real\train\masks\socal-fire_00000534_post_disaster_target.png
santa-rosa-wildfire_00000296,train,train,data\xview2_real\train\images\santa-rosa-wildfire_00000296_pre_disaster.png,data\xview2_real\train\images\santa-rosa-wildfire_00000296_post_disaster.png,data\xview2_real\train\masks\santa-rosa-wildfire_00000296_post_disaster_target.png
mexico-earthquake_00000034,train,train,data\xview2_real\train\images\mexico-earthquake_00000034_pre_disaster.png,data\xview2_real\train\images\mexico-earthquake_00000034_post_disaster.png,data\xview2_real\train\masks\mexico-earthquake_00000034_post_disaster_target.png
mexico-earthquake_00000088,train,train,data\xview2_real\train\images\mexico-earthquake_00000088_pre_disaster.png,data\xview2_real\train\images\mexico-earthquake_00000088_post_disaster.png,data\xview2_real\train\masks\mexico-earthquake_00000088_post_disaster_target.png
socal-fire_00000471,train,train,data\xview2_real\train\images\socal-fire_00000471_pre_disaster.png,data\xview2_real\train\images\socal-fire_00000471_post_disaster.png,data\xview2_real\train\masks\socal-fire_00000471_post_disaster_target.png
socal-fire_00000349,train,train,data\xview2_real\train\images\socal-fire_00000349_pre_disaster.png,data\xview2_real\train\images\socal-fire_00000349_post_disaster.png,data\xview2_real\train\masks\socal-fire_00000349_post_disaster_target.png
hurricane-matthew_00000044,train,train,data\xview2_real\train\images\hurricane-matthew_00000044_pre_disaster.png,data\xview2_real\train\images\hurricane-matthew_00000044_post_disaster.png,data\xview2_real\train\masks\hurricane-matthew_00000044_post_disaster_target.png
santa-rosa-wildfire_00000027,train,train,data\xview2_real\train\images\santa-rosa-wildfire_00000027_pre_disaster.png,data\xview2_real\train\images\santa-rosa-wildfire_00000027_post_disaster.png,data\xview2_real\train\masks\santa-rosa-wildfire_00000027_post_disaster_target.png
socal-fire_00000752,train,train,data\xview2_real\train\images\socal-fire_00000752_pre_disaster.png,data\xview2_real\train\images\socal-fire_00000752_post_disaster.png,data\xview2_real\train\masks\socal-fire_00000752_post_disaster_target.png
socal-fire_00001047,train,train,data\xview2_real\train\images\socal-fire_00001047_pre_disaster.png,data\xview2_real\train\images\socal-fire_00001047_post_disaster.png,data\xview2_real\train\masks\socal-fire_00001047_post_disaster_target.png
hurricane-florence_00000031,train,train,data\xview2_real\train\images\hurricane-florence_00000031_pre_disaster.png,data\xview2_real\train\images\hurricane-florence_00000031_post_disaster.png,data\xview2_real\train\masks\hurricane-florence_00000031_post_disaster_target.png
hurricane-harvey_00000439,train,train,data\xview2_real\train\images\hurricane-harvey_00000439_pre_disaster.png,data\xview2_real\train\images\hurricane-harvey_00000439_post_disaster.png,data\xview2_real\train\masks\hurricane-harvey_00000439_post_disaster_target.png
hurricane-florence_00000015,train,train,data\xview2_real\train\images\hurricane-florence_00000015_pre_disaster.png,data\xview2_real\train\images\hurricane-florence_00000015_post_disaster.png,data\xview2_real\train\masks\hurricane-florence_00000015_post_disaster_target.png
midwest-flooding_00000395,train,train,data\xview2_real\train\images\midwest-flooding_00000395_pre_disaster.png,data\xview2_real\train\images\midwest-flooding_00000395_post_disaster.png,data\xview2_real\train\masks\midwest-flooding_00000395_post_disaster_target.png
socal-fire_00000488,train,train,data\xview2_real\train\images\socal-fire_00000488_pre_disaster.png,data\xview2_real\train\images\socal-fire_00000488_post_disaster.png,data\xview2_real\train\masks\socal-fire_00000488_post_disaster_target.png
hurricane-matthew_00000139,train,train,data\xview2_real\train\images\hurricane-matthew_00000139_pre_disaster.png,data\xview2_real\train\images\hurricane-matthew_00000139_post_disaster.png,data\xview2_real\train\masks\hurricane-matthew_00000139_post_disaster_target.png
socal-fire_00000472,train,train,data\xview2_real\train\images\socal-fire_00000472_pre_disaster.png,data\xview2_real\train\images\socal-fire_00000472_post_disaster.png,data\xview2_real\train\masks\socal-fire_00000472_post_disaster_target.png
midwest-flooding_00000186,train,train,data\xview2_real\train\images\midwest-flooding_00000186_pre_disaster.png,data\xview2_real\train\images\midwest-flooding_00000186_post_disaster.png,data\xview2_real\train\masks\midwest-flooding_00000186_post_disaster_target.png
midwest-flooding_00000159,train,train,data\xview2_real\train\images\midwest-flooding_00000159_pre_disaster.png,data\xview2_real\train\images\midwest-flooding_00000159_post_disaster.png,data\xview2_real\train\masks\midwest-flooding_00000159_post_disaster_target.png
midwest-flooding_00000417,train,train,data\xview2_real\train\images\midwest-flooding_00000417_pre_disaster.png,data\xview2_real\train\images\midwest-flooding_00000417_post_disaster.png,data\xview2_real\train\masks\midwest-flooding_00000417_post_disaster_target.png
santa-rosa-wildfire_00000258,train,train,data\xview2_real\train\images\santa-rosa-wildfire_00000258_pre_disaster.png,data\xview2_real\train\images\santa-rosa-wildfire_00000258_post_disaster.png,data\xview2_real\train\masks\santa-rosa-wildfire_00000258_post_disaster_target.png
palu-tsunami_00000006,train,train,data\xview2_real\train\images\palu-tsunami_00000006_pre_disaster.png,data\xview2_real\train\images\palu-tsunami_00000006_post_disaster.png,data\xview2_real\train\masks\palu-tsunami_00000006_post_disaster_target.png
hurricane-matthew_00000310,train,train,data\xview2_real\train\images\hurricane-matthew_00000310_pre_disaster.png,data\xview2_real\train\images\hurricane-matthew_00000310_post_disaster.png,data\xview2_real\train\masks\hurricane-matthew_00000310_post_disaster_target.png
hurricane-florence_00000043,train,train,data\xview2_real\train\images\hurricane-florence_00000043_pre_disaster.png,data\xview2_real\train\images\hurricane-florence_00000043_post_disaster.png,data\xview2_real\train\masks\hurricane-florence_00000043_post_disaster_target.png
socal-fire_00000771,train,train,data\xview2_real\train\images\socal-fire_00000771_pre_disaster.png,data\xview2_real\train\images\socal-fire_00000771_post_disaster.png,data\xview2_real\train\masks\socal-fire_00000771_post_disaster_target.png
hurricane-matthew_00000226,train,train,data\xview2_real\train\images\hurricane-matthew_00000226_pre_disaster.png,data\xview2_real\train\images\hurricane-matthew_00000226_post_disaster.png,data\xview2_real\train\masks\hurricane-matthew_00000226_post_disaster_target.png
hurricane-harvey_00000168,train,train,data\xview2_real\train\images\hurricane-harvey_00000168_pre_disaster.png,data\xview2_real\train\images\hurricane-harvey_00000168_post_disaster.png,data\xview2_real\train\masks\hurricane-harvey_00000168_post_disaster_target.png
hurricane-matthew_00000263,train,train,data\xview2_real\train\images\hurricane-matthew_00000263_pre_disaster.png,data\xview2_real\train\images\hurricane-matthew_00000263_post_disaster.png,data\xview2_real\train\masks\hurricane-matthew_00000263_post_disaster_target.png
santa-rosa-wildfire_00000026,train,train,data\xview2_real\train\images\santa-rosa-wildfire_00000026_pre_disaster.png,data\xview2_real\train\images\santa-rosa-wildfire_00000026_post_disaster.png,data\xview2_real\train\masks\santa-rosa-wildfire_00000026_post_disaster_target.png
hurricane-florence_00000492,train,train,data\xview2_real\train\images\hurricane-florence_00000492_pre_disaster.png,data\xview2_real\train\images\hurricane-florence_00000492_post_disaster.png,data\xview2_real\train\masks\hurricane-florence_00000492_post_disaster_target.png
mexico-earthquake_00000105,train,train,data\xview2_real\train\images\mexico-earthquake_00000105_pre_disaster.png,data\xview2_real\train\images\mexico-earthquake_00000105_post_disaster.png,data\xview2_real\train\masks\mexico-earthquake_00000105_post_disaster_target.png
socal-fire_00000633,train,train,data\xview2_real\train\images\socal-fire_00000633_pre_disaster.png,data\xview2_real\train\images\socal-fire_00000633_post_disaster.png,data\xview2_real\train\masks\socal-fire_00000633_post_disaster_target.png
socal-fire_00000819,train,train,data\xview2_real\train\images\socal-fire_00000819_pre_disaster.png,data\xview2_real\train\images\socal-fire_00000819_post_disaster.png,data\xview2_real\train\masks\socal-fire_00000819_post_disaster_target.png
socal-fire_00001025,train,train,data\xview2_real\train\images\socal-fire_00001025_pre_disaster.png,data\xview2_real\train\images\socal-fire_00001025_post_disaster.png,data\xview2_real\train\masks\socal-fire_00001025_post_disaster_target.png
hurricane-florence_00000443,train,train,data\xview2_real\train\images\hurricane-florence_00000443_pre_disaster.png,data\xview2_real\train\images\hurricane-florence_00000443_post_disaster.png,data\xview2_real\train\masks\hurricane-florence_00000443_post_disaster_target.png
hurricane-harvey_00000325,train,train,data\xview2_real\train\images\hurricane-harvey_00000325_pre_disaster.png,data\xview2_real\train\images\hurricane-harvey_00000325_post_disaster.png,data\xview2_real\train\masks\hurricane-harvey_00000325_post_disaster_target.png
hurricane-florence_00000104,train,train,data\xview2_real\train\images\hurricane-florence_00000104_pre_disaster.png,data\xview2_real\train\images\hurricane-florence_00000104_post_disaster.png,data\xview2_real\train\masks\hurricane-florence_00000104_post_disaster_target.png
midwest-flooding_00000143,train,train,data\xview2_real\train\images\midwest-flooding_00000143_pre_disaster.png,data\xview2_real\train\images\midwest-flooding_00000143_post_disaster.png,data\xview2_real\train\masks\midwest-flooding_00000143_post_disaster_target.png
socal-fire_00001293,train,train,data\xview2_real\train\images\socal-fire_00001293_pre_disaster.png,data\xview2_real\train\images\socal-fire_00001293_post_disaster.png,data\xview2_real\train\masks\socal-fire_00001293_post_disaster_target.png
